City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dodge City,US,37.7528,-100.0171,55.22,54,100,21.85,overcast clouds
346,Zhuhai,CN,22.2769,113.5678,78.58,89,40,11.5,scattered clouds
347,Padang,ID,-0.9492,100.3543,77.49,89,94,3.42,heavy intensity rain
348,Sao Filipe,CV,14.8961,-24.4956,72.93,79,31,11.54,scattered clouds
349,Aklavik,CA,68.2191,-135.0107,35.6,80,100,8.05,light snow
350,Riyadh,SA,24.6877,46.7219,93.34,12,0,13.02,clear sky
351,Kaduqli,SD,11.0167,29.7167,75.04,84,100,19.46,heavy intensity rain
352,Puerto Leguizamo,CO,-0.1934,-74.7819,77.63,87,89,2.35,overcast clouds
353,Plettenberg Bay,ZA,-34.0527,23.3716,55.78,78,4,4.23,clear sky
354,Bilibino,RU,68.0546,166.4372,40.78,79,100,2.37,overcast clouds
355,Nueva Italia,PY,-25.6167,-57.5,70.83,62,95,4.07,overcast clouds
356,Belaya Gora,RU,68.5333,146.4167,44.85,78,98,3.58,overcast clouds
357,Tempio Pausania,IT,40.8974,9.1035,63.52,51,4,4.23,clear sky
358,Benxi,CN,41.2886,123.765,61.12,92,15,4.97,few clouds
359,Saint-Augustin,CA,51.226,-58.6502,46.85,81,100,19.08,overcast clouds
360,Cangas,ES,42.2641,-8.7846,72.75,68,20,6.91,light rain
361,Hobyo,SO,5.3505,48.5268,80.47,79,100,26.71,overcast clouds
362,Shinshiro,JP,34.9,137.5,61.45,92,100,5.1,overcast clouds
363,Leh,IN,34.1667,77.5833,45.14,52,22,5.46,few clouds
364,Floro,NO,61.5996,5.0328,52.23,81,100,11.5,overcast clouds
365,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.82,95,97,3.06,overcast clouds
366,Awbari,LY,26.5921,12.7805,75.94,9,0,14.07,clear sky
367,Tigil,RU,57.8,158.6667,42.66,86,100,6.2,overcast clouds
368,Turukhansk,RU,65.8167,87.9833,51.04,83,100,3.18,overcast clouds
369,Shar,KZ,49.5886,81.0453,69.78,42,100,7.63,overcast clouds
370,Constitucion,CL,-35.3333,-72.4167,57.54,64,100,11.14,overcast clouds
371,Falun,SE,60.6036,15.626,52.21,63,100,2.57,overcast clouds
372,Iralaya,HN,15.0,-83.2333,80.04,85,100,16.26,overcast clouds
373,Lasa,IT,46.6166,10.7002,68.88,65,76,5.99,broken clouds
374,Haines Junction,CA,60.7522,-137.5108,57.27,42,13,4.88,few clouds
375,Vikulovo,RU,56.8167,70.6107,61.95,62,77,14.52,broken clouds
376,Zhanaozen,KZ,43.3,52.8,59.72,55,100,17.65,overcast clouds
377,Bilma,NE,18.6853,12.9164,89.69,10,0,5.19,clear sky
378,Hamilton,US,39.1834,-84.5333,84.31,62,38,12.41,scattered clouds
379,Bejucal,CU,22.9286,-82.3886,91.6,46,100,17.54,overcast clouds
380,Klaksvik,FO,62.2266,-6.589,49.12,86,99,14.54,overcast clouds
381,Port Augusta,AU,-32.5,137.7667,50.92,86,0,2.51,clear sky
382,San Buenaventura,MX,27.0833,-101.5333,105.48,5,0,4.85,clear sky
383,Bara,NG,10.3744,10.7288,90.18,38,9,9.62,clear sky
384,Contamana,PE,-7.3333,-75.0167,90.37,41,24,4.16,few clouds
385,Mayo,US,38.8876,-76.5119,96.46,50,0,5.75,clear sky
386,Tura,IN,25.5198,90.2201,71.33,97,75,1.16,broken clouds
387,Missoula,US,47.0166,-113.8009,46.17,47,99,4.76,overcast clouds
388,La Union,PE,-5.4,-80.75,83.75,46,5,13.8,clear sky
389,Altamira,BR,-3.2033,-52.2064,84.29,70,75,3.44,broken clouds
390,Hovd,MN,48.0056,91.6419,57.33,29,8,0.83,clear sky
391,Sidi Ali,DZ,36.0998,0.4206,78.57,43,12,9.1,few clouds
392,George Town,MY,5.4112,100.3354,81.95,89,20,2.3,few clouds
393,Jyvaskyla,FI,62.2415,25.7209,48.94,60,0,3.44,clear sky
394,Souillac,MU,-20.5167,57.5167,75.58,73,40,8.05,scattered clouds
395,Maine-Soroa,NE,13.2114,12.0241,89.01,12,68,7.07,broken clouds
396,Umm Lajj,SA,25.0213,37.2685,86.31,41,0,3.91,clear sky
397,Pervomayskoye,RU,43.919,46.7102,55.54,85,25,10.74,scattered clouds
398,Norman Wells,CA,65.282,-126.8329,42.84,87,100,18.41,overcast clouds
399,Lakes Entrance,AU,-37.8811,147.981,46.62,89,10,3.89,clear sky
400,Okha,RU,53.5739,142.9478,32.63,99,100,8.59,snow
401,Toledo,ES,39.8333,-4.0,75.74,39,100,7.47,overcast clouds
402,Dwarka,IN,22.2394,68.9678,82.6,83,5,23.31,clear sky
403,Ati,TD,13.2154,18.3353,92.23,10,9,10.96,clear sky
404,Ola,RU,59.5833,151.2833,39.15,87,99,4.97,overcast clouds
405,Cockburn Town,TC,21.4612,-71.1419,80.13,80,45,17.22,scattered clouds
406,Darhan,MN,49.4867,105.9228,53.51,78,61,0.69,broken clouds
407,Hambantota,LK,6.1241,81.1185,80.08,81,89,16.78,overcast clouds
408,Fort Nelson,CA,58.8053,-122.7002,62.19,25,40,0.0,scattered clouds
409,Nishihara,JP,26.1842,127.7558,70.88,84,0,13.8,clear sky
410,Saint Austell,GB,50.3383,-4.7658,59.56,67,0,5.75,clear sky
411,Arkhara,RU,49.4212,130.0842,46.35,80,31,6.44,scattered clouds
412,Waipawa,NZ,-41.4122,175.5153,44.64,87,5,3.51,clear sky
413,Perth,AU,-31.9333,115.8333,59.18,85,0,8.05,clear sky
414,Tooele,US,40.5308,-112.2983,62.29,29,0,8.05,clear sky
415,Goundam,ML,16.4145,-3.6708,94.48,22,80,11.63,broken clouds
416,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,88,75,2.51,broken clouds
417,Nenjiang,CN,49.1833,125.2167,50.34,68,19,1.03,few clouds
418,Salinopolis,BR,-0.6136,-47.3561,79.34,82,83,4.23,broken clouds
419,Yerazgavors,AM,40.7,43.75,41.77,75,0,2.3,clear sky
420,San Rafael,AR,-34.6177,-68.3301,66.36,20,15,11.39,few clouds
421,Steinbach,DE,50.1667,8.5667,64.33,59,0,5.75,clear sky
422,Deputatskiy,RU,69.3,139.9,30.99,93,100,0.54,overcast clouds
423,Razdolnaya,RU,45.3799,39.5557,53.38,59,79,16.89,broken clouds
424,La Paz Centro,NI,12.34,-86.6753,78.57,83,100,0.49,overcast clouds
425,Toamasina,MG,-18.1667,49.3833,73.4,83,75,2.3,broken clouds
426,Rawson,AR,-43.3002,-65.1023,63.1,38,89,14.07,overcast clouds
427,Am Timan,TD,11.0297,20.2827,87.76,39,99,1.9,overcast clouds
428,Progreso,MX,21.2833,-89.6667,99.1,50,52,13.94,broken clouds
429,Codrington,AU,-38.2667,141.9667,43.39,93,6,7.31,clear sky
430,Olean,US,42.0776,-78.4297,86.65,44,40,8.05,scattered clouds
431,Vaasa,FI,63.096,21.6158,53.62,40,0,3.44,clear sky
432,Ancud,CL,-41.8697,-73.8203,54.21,90,100,26.78,light rain
433,Smirnykh,RU,49.75,142.8333,39.2,98,100,4.76,overcast clouds
434,Sandviken,SE,60.6167,16.7667,48.54,37,100,3.11,overcast clouds
435,Axim,GH,4.8699,-2.2405,76.89,89,100,11.56,moderate rain
436,Tromso,NO,69.6496,18.957,48.22,76,75,1.14,broken clouds
437,Namatanai,PG,-3.6667,152.4333,78.98,78,61,7.47,broken clouds
438,The Valley,AI,18.217,-63.0578,85.86,70,40,16.11,haze
439,Celestun,MX,20.8667,-90.4,87.1,69,20,12.77,few clouds
440,Ixtapa,MX,20.7,-105.2,93.96,34,1,8.77,clear sky
441,Hualahuises,MX,24.8847,-99.6733,106.97,14,0,10.09,clear sky
442,Dunedin,NZ,-45.8742,170.5036,47.8,70,100,11.99,overcast clouds
443,Matata,NZ,-37.8833,176.75,53.85,69,58,10.92,broken clouds
444,Mukhen,RU,48.1,136.1,46.94,95,100,4.81,overcast clouds
445,Aktau,KZ,43.65,51.2,59.58,77,100,19.19,overcast clouds
446,Ketchikan,US,55.3422,-131.6461,62.53,43,0,3.09,clear sky
447,Pangody,RU,65.85,74.4859,33.22,94,100,10.4,overcast clouds
448,Port-Gentil,GA,-0.7193,8.7815,78.76,82,100,13.87,overcast clouds
449,Cururupu,BR,-1.8283,-44.8683,78.48,91,29,2.24,scattered clouds
450,Anju,KP,39.6178,125.6647,55.94,93,88,3.24,overcast clouds
451,Popondetta,PG,-8.7537,148.2534,71.8,90,36,3.13,scattered clouds
452,Matagami,CA,49.7502,-77.6328,41.11,87,100,16.11,overcast clouds
453,Mollendo,PE,-17.0231,-72.0147,67.19,78,98,8.59,overcast clouds
454,Corpus Christi,US,27.8006,-97.3964,97.16,70,20,18.41,few clouds
455,Buala,SB,-8.145,159.5921,79.83,80,48,5.03,scattered clouds
456,Beaufort,MY,5.3473,115.7455,75.49,96,99,3.51,overcast clouds
457,Namtsy,RU,62.7161,129.6658,41.29,89,86,2.17,light rain
458,Tiarei,PF,-17.5333,-149.3333,82.42,74,15,11.95,few clouds
459,Palermo,IT,37.8167,13.5833,64.42,56,0,1.41,clear sky
460,Dubbo,AU,-32.25,148.6167,51.93,87,99,9.22,overcast clouds
461,Estelle,US,29.8458,-90.1067,91.0,65,75,13.8,broken clouds
462,Karratha,AU,-20.7377,116.8463,76.73,75,99,4.45,light rain
463,Samarai,PG,-10.6167,150.6667,80.6,79,48,6.11,scattered clouds
464,Melbu,NO,68.5044,14.8297,46.22,93,100,1.14,overcast clouds
465,Ulladulla,AU,-35.35,150.4667,55.85,87,100,9.37,moderate rain
466,Korsakov,RU,46.6328,142.7813,40.84,94,100,1.63,overcast clouds
467,Margate,GB,51.3813,1.3862,59.7,71,100,1.99,overcast clouds
468,Charlestown,AU,-32.95,151.6667,56.68,98,55,6.02,broken clouds
469,Olga,RU,43.7444,135.2892,49.28,98,100,1.23,overcast clouds
470,Faanui,PF,-16.4833,-151.75,80.17,72,17,10.07,light rain
471,Toporu,RO,44.0106,25.6528,70.16,54,95,8.95,overcast clouds
472,Sosva,RU,59.1766,61.8558,37.8,97,100,12.66,light rain
473,Roald,NO,62.5833,6.1333,53.91,82,75,10.36,broken clouds
474,Yerbogachen,RU,61.2767,108.0108,44.89,91,46,3.24,scattered clouds
475,Chamba,IN,32.5667,76.1333,70.25,40,2,9.22,clear sky
476,Lovozero,RU,68.005,35.0117,34.25,75,97,11.27,overcast clouds
477,Aquin,HT,18.2833,-73.4,83.79,70,92,6.93,overcast clouds
478,San Juan De Los Morros,VE,9.9115,-67.3538,91.9,28,3,6.08,clear sky
479,Camana,PE,-16.6228,-72.7111,67.78,79,97,8.7,overcast clouds
480,Nassjo,SE,57.6531,14.6968,45.52,95,100,4.7,overcast clouds
481,Roma,US,43.2128,-75.4557,91.54,43,20,9.22,few clouds
482,Majene,ID,-3.5403,118.9707,77.49,87,35,6.91,scattered clouds
483,Uyemskiy,RU,64.4743,40.8524,32.05,63,100,6.71,overcast clouds
484,San Pedro,PH,14.35,121.0167,79.83,86,75,6.91,broken clouds
485,Oussouye,SN,12.485,-16.5469,82.58,70,100,11.63,overcast clouds
486,Kamarion,GR,36.8,25.8167,67.39,73,17,12.88,few clouds
487,Raudeberg,NO,61.9875,5.1352,49.96,81,99,17.63,overcast clouds
488,Lingao,CN,19.9103,109.6859,76.39,93,96,13.94,overcast clouds
489,Englehart,CA,47.8169,-79.8664,68.56,52,75,12.66,broken clouds
490,Bagdarin,RU,54.4333,113.6,49.28,81,100,10.02,overcast clouds
491,Mokolo,CM,10.7398,13.8019,91.09,20,88,2.68,overcast clouds
492,San Felipe,VE,10.3399,-68.7425,88.18,50,20,11.56,few clouds
493,Una,IN,20.8167,71.0333,83.01,73,68,19.3,broken clouds
494,Iwanai,JP,42.9744,140.5089,54.28,75,9,8.57,clear sky
495,Agirish,RU,61.9247,63.0231,36.09,97,100,10.22,light rain
496,Mudgee,AU,-32.5943,149.5871,51.62,94,94,5.82,overcast clouds
497,Stavern,NO,59.0,10.0333,54.3,83,100,1.34,overcast clouds
498,Mezen,RU,65.8522,44.24,28.15,78,100,7.92,overcast clouds
499,Paita,PE,-5.0892,-81.1144,71.92,73,11,15.84,few clouds
500,Beringovskiy,RU,63.05,179.3167,36.09,89,100,8.19,overcast clouds
501,San Vicente,AR,-26.6167,-54.1333,61.12,58,7,1.43,clear sky
502,Lethem,GY,3.3803,-59.7968,76.01,87,100,5.99,overcast clouds
503,Goderich,CA,43.7501,-81.7165,57.52,82,100,3.44,overcast clouds
504,Ukiah,US,39.1502,-123.2078,83.44,31,50,4.0,scattered clouds
505,Drawsko Pomorskie,PL,53.5306,15.8097,50.07,91,53,1.01,light rain
506,Salinas,US,36.6777,-121.6555,83.01,55,0,6.91,haze
507,Chernihiv,UA,51.0,32.0,56.39,95,100,14.54,overcast clouds
508,Payo,ID,-3.7508,103.6372,74.3,95,89,1.32,overcast clouds
509,Verkhnyaya Inta,RU,65.9811,60.3094,31.44,78,100,13.62,overcast clouds
510,Inirida,CO,3.8653,-67.9239,79.79,87,87,2.33,overcast clouds
511,Petropavlovka,RU,50.6114,105.3196,48.29,77,16,3.94,few clouds
512,Morris,US,40.8334,-74.5329,93.15,50,0,10.36,clear sky
513,Price,US,39.5994,-110.8107,55.11,18,0,8.77,clear sky
514,Santa Maria Del Oro,MX,25.9333,-105.3667,86.52,5,0,5.57,clear sky
515,Tera,NE,14.0078,0.7531,94.32,28,26,4.45,scattered clouds
516,Jalu,LY,29.0331,21.5482,70.99,37,0,14.76,clear sky
517,Bonavista,CA,48.6499,-53.1147,50.86,62,60,13.09,broken clouds
518,Fare,PF,-16.7,-151.0167,80.29,71,9,9.13,clear sky
519,Dundwaraganj,IN,27.7333,78.95,91.85,24,95,10.11,overcast clouds
520,Clarksdale,US,34.2001,-90.5709,91.38,55,20,20.71,few clouds
521,Huangchuan,CN,32.1272,115.0394,67.55,70,100,3.78,overcast clouds
522,Bukachacha,RU,52.9833,116.9167,53.4,41,100,3.71,overcast clouds
523,Uray,RU,60.1247,64.7758,40.37,93,100,17.09,light rain
524,Straumen,NO,63.8709,11.2999,51.8,78,100,5.53,overcast clouds
525,Tilichiki,RU,60.4667,166.1,35.22,88,100,2.62,overcast clouds
526,Aranos,NA,-24.1333,19.1167,48.83,63,0,8.21,clear sky
527,Smoky Lake,CA,54.1169,-112.4686,54.32,26,92,6.91,overcast clouds
528,Manakara,MG,-22.1333,48.0167,65.35,93,14,4.34,few clouds
529,Kamaishi,JP,39.2667,141.8833,56.62,93,99,5.39,overcast clouds
530,Umba,RU,66.6871,34.3429,34.3,72,100,9.4,overcast clouds
531,Aykhal,RU,66.0,111.5,40.05,77,42,2.84,scattered clouds
532,Hualmay,PE,-11.0964,-77.6139,68.52,75,20,9.8,few clouds
533,Denpasar,ID,-8.65,115.2167,76.71,94,20,3.44,few clouds
534,Oriximina,BR,-1.7656,-55.8661,79.09,79,81,3.29,broken clouds
535,Shingu,JP,33.7333,135.9833,60.69,89,83,3.51,broken clouds
536,Adrar,MR,20.5022,-10.0711,92.08,9,1,3.2,clear sky
537,Amapa,BR,1.0,-52.0,77.11,97,79,2.21,broken clouds
538,Kiunga,PG,-6.1219,141.2906,71.51,100,99,1.54,overcast clouds
539,Mangaratiba,BR,-22.9597,-44.0406,72.46,76,3,3.74,clear sky
540,Lilongwe,MW,-13.9669,33.7873,65.39,79,52,5.5,broken clouds
541,Wuning,CN,29.2589,120.2311,62.1,94,99,2.91,overcast clouds
542,Qazvin,IR,36.2797,50.0049,56.82,21,0,4.61,clear sky
543,Pauini,BR,-7.7136,-66.9764,81.66,69,96,2.57,overcast clouds
544,Souris,CA,49.6172,-100.2612,48.74,49,100,8.3,overcast clouds
545,Doha,QA,25.2867,51.5333,96.78,20,0,14.97,clear sky
546,Vila Velha,BR,-20.3297,-40.2925,75.15,64,20,14.97,few clouds
547,Sukhobuzimskoye,RU,56.5,93.2728,55.74,51,100,4.94,overcast clouds
548,Biak,ID,-0.9131,122.8766,74.86,80,99,4.99,overcast clouds
549,Zeya,RU,53.75,127.2667,44.22,63,100,3.91,overcast clouds
550,Chokwe,MZ,-24.5333,32.9833,65.5,93,100,4.18,light rain
551,Nadym,RU,65.5333,72.5167,33.58,86,100,15.23,overcast clouds
552,Serebryansk,KZ,49.6925,83.2892,63.54,48,100,4.88,overcast clouds
553,Namibe,AO,-15.1961,12.1522,67.95,72,2,3.13,clear sky
554,Rio Gallegos,AR,-51.6226,-69.2181,46.45,49,0,6.91,clear sky
555,Waynesboro,US,38.0685,-78.8895,92.08,43,0,8.05,clear sky
556,Westport,US,41.1415,-73.3579,96.44,65,12,1.01,few clouds
557,Micheweni,TZ,-4.9667,39.8333,78.62,82,59,11.39,broken clouds
558,Hervey Bay,AU,-25.2986,152.8535,69.3,82,98,17.9,overcast clouds
559,Ambon,ID,-3.6954,128.1814,77.14,94,20,2.3,few clouds
560,Moussoro,TD,13.6408,16.4901,91.45,10,10,15.84,clear sky
561,Constantine,DZ,36.365,6.6147,72.81,28,0,5.75,clear sky
562,Hami,CN,42.8,93.45,76.37,24,0,16.6,clear sky
563,At-Bashi,KG,41.1702,75.8106,46.04,67,82,3.65,broken clouds
564,Oda,JP,35.1833,132.5,57.85,84,0,9.08,clear sky
565,Volodarskiy,RU,46.4013,48.5409,53.55,88,100,5.91,overcast clouds
566,Nakhon Si Thammarat,TH,8.25,100.0,76.46,88,100,5.59,overcast clouds
567,Erzin,TR,36.9559,36.2,70.56,27,3,7.2,clear sky
568,Ust-Omchug,RU,61.15,149.6333,33.4,90,100,4.07,overcast clouds
569,Batagay-Alyta,RU,67.8006,130.4114,26.78,91,87,3.76,overcast clouds
570,Meulaboh,ID,4.1363,96.1285,77.68,88,100,1.43,overcast clouds
571,Bargur,IN,12.5424,78.3539,76.12,69,100,12.1,overcast clouds
572,Huacho,PE,-11.1067,-77.605,68.81,75,19,9.73,few clouds
573,Jacaleapa,HN,14.0167,-86.6667,83.68,50,100,6.87,light rain
574,Valle Hermoso,MX,25.6667,-97.8333,94.93,50,0,20.92,clear sky
575,Nyandoma,RU,61.669,40.1991,27.09,78,43,5.17,scattered clouds
576,Maneadero,MX,31.7167,-116.5667,67.35,59,4,10.09,clear sky
577,Reforma,MX,18.1,-91.0167,107.98,23,100,7.94,overcast clouds
578,Hukuntsi,BW,-24.0,21.75,45.09,64,6,4.03,clear sky
579,Sobolevo,RU,54.4299,31.8996,45.46,98,100,8.7,light rain
580,Cuamba,MZ,-14.8031,36.5372,73.33,52,95,4.41,overcast clouds
581,Gijon,ES,43.5357,-5.6615,64.26,96,100,5.99,moderate rain
582,Koulikoro,ML,14.0,-7.75,91.96,19,34,4.88,scattered clouds
583,Inongo,CD,-1.95,18.2667,74.26,85,100,4.85,overcast clouds
584,Reconquista,AR,-29.15,-59.65,68.68,52,78,2.77,broken clouds
585,Mayumba,GA,-3.432,10.6554,75.65,86,74,6.6,broken clouds
586,Ucluelet,CA,48.9329,-125.5528,54.09,81,0,1.01,clear sky
587,Kirakira,SB,-10.4544,161.9205,80.08,83,66,2.37,broken clouds
588,Magadan,RU,59.5667,150.8,38.53,93,97,6.31,overcast clouds
589,Palamos,ES,41.8484,3.1291,74.98,62,70,5.99,broken clouds
590,Kapoeta,SS,4.7717,33.5903,79.14,60,99,5.48,light rain
591,Asmar,AF,35.0333,71.3581,72.46,34,0,9.22,clear sky
592,Arinos,BR,-15.9169,-46.1056,77.67,25,7,2.59,clear sky
593,Purpe,RU,64.4803,76.6897,41.16,73,88,9.44,overcast clouds
594,Nioro,GM,13.35,-15.75,83.37,47,100,15.28,overcast clouds
595,Elmadag,TR,39.9208,33.2308,58.86,49,0,1.66,clear sky
596,Namwala,ZM,-15.7504,26.4384,61.52,54,1,5.23,clear sky
597,Selma,US,36.5708,-119.6121,85.21,22,0,4.63,clear sky
598,Laguna,US,38.421,-121.4238,84.76,19,20,3.0,few clouds
599,Romanovka,RU,51.7443,42.7527,48.13,55,100,6.17,overcast clouds
600,Vanimo,PG,-2.6741,141.3028,76.87,89,100,5.19,overcast clouds
601,Bantry,IE,51.6833,-9.45,55.78,96,100,9.64,overcast clouds
602,Bideford,GB,51.0179,-4.2046,57.96,89,70,5.66,broken clouds
603,Shache,CN,38.4167,77.2406,67.98,37,100,13.11,overcast clouds
604,Akdepe,TM,42.0551,59.3788,60.89,41,6,8.25,clear sky
605,Tuatapere,NZ,-46.1333,167.6833,47.88,88,99,14.27,light rain
606,Bolobo,CD,-2.1667,16.2333,74.17,85,88,2.44,light rain
607,Aksarka,RU,66.5606,67.7975,32.02,75,100,15.12,overcast clouds
608,Rock Springs,US,41.5875,-109.2029,52.05,19,0,8.99,clear sky
609,Anupgarh,IN,29.1911,73.2086,92.1,12,0,6.78,clear sky
610,Beaverlodge,CA,55.2166,-119.4361,52.95,36,17,3.2,few clouds
611,Bandarbeyla,SO,9.4942,50.8122,80.29,85,100,20.85,overcast clouds
612,Ulaangom,MN,49.9811,92.0667,57.61,37,5,1.92,clear sky
613,Merritt Island,US,28.5392,-80.672,90.18,72,20,17.27,few clouds
614,Nouadhibou,MR,20.931,-17.0347,69.78,73,1,23.02,sand
615,Nantucket,US,41.2835,-70.0995,68.0,100,100,9.6,overcast clouds
616,Porto Novo,BJ,6.4965,2.6036,75.02,81,100,4.7,overcast clouds
617,Dudinka,RU,69.4058,86.1778,42.62,97,100,4.88,overcast clouds
618,Huarmey,PE,-10.0681,-78.1522,70.23,75,40,10.04,scattered clouds
619,Stromness,GB,58.965,-3.296,51.76,86,99,5.99,overcast clouds
620,Kulhudhuffushi,MV,6.6221,73.07,82.58,79,75,15.66,broken clouds
621,San Andres,CO,12.5847,-81.7006,75.22,100,100,4.61,thunderstorm with rain
622,Bayangol,RU,50.6977,103.4656,42.37,86,7,2.62,clear sky
623,Cidreira,BR,-30.1811,-50.2056,62.19,65,26,2.75,scattered clouds
624,Victoria,HK,22.2855,114.1577,78.85,88,100,15.01,overcast clouds
625,Forestville,US,38.8451,-76.875,95.86,49,0,5.75,clear sky
626,Balykshi,KZ,47.0667,51.8667,44.6,70,40,4.47,scattered clouds
627,Mocuba,MZ,-16.8392,36.9856,69.55,70,2,3.22,clear sky
628,Kahului,US,20.8947,-156.47,84.97,77,19,13.0,few clouds
629,Pangoa,PE,-12.1167,-73.0,81.46,52,18,4.32,few clouds
630,Warrnambool,AU,-38.3833,142.4833,39.81,88,3,5.35,clear sky
631,Bitung,ID,1.4451,125.1824,76.05,87,82,10.92,broken clouds
632,Spoleto,IT,42.7448,12.7374,72.16,77,2,0.49,clear sky
633,Bardiyah,LY,31.7561,25.0865,65.86,71,0,19.82,clear sky
634,Chegdomyn,RU,51.1167,133.0167,42.39,96,100,1.66,overcast clouds
635,Lebanon,US,36.2081,-86.2911,93.45,53,10,11.59,clear sky
636,Madaras,HU,46.0587,19.2612,64.92,68,49,7.34,scattered clouds
637,Kalmunai,LK,7.4167,81.8167,81.25,74,67,6.73,broken clouds
638,Mehamn,NO,71.0357,27.8492,39.11,95,100,12.37,light rain
639,Corn Island,NI,12.1694,-83.0418,82.72,72,98,7.56,heavy intensity rain
640,Egvekinot,RU,66.3167,-179.1667,42.75,59,37,3.22,scattered clouds
641,Pacifica,US,37.6138,-122.4869,85.23,65,35,1.99,scattered clouds
642,Arani,IN,12.6667,79.2833,83.48,53,99,14.85,overcast clouds
643,Palu,ID,-0.8917,119.8707,75.51,98,100,1.63,overcast clouds
644,Cullman,US,34.1748,-86.8436,90.1,51,0,8.05,clear sky
645,Berlevag,NO,70.8578,29.0864,39.15,87,100,10.36,light rain
646,Orlik,RU,52.5178,99.825,45.63,65,53,3.24,broken clouds
647,Bryukhovychi,UA,49.9047,23.9597,54.28,69,64,11.99,broken clouds
648,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.08,57,0,2.24,clear sky
649,Vardo,NO,70.3705,31.1107,39.18,81,100,21.85,overcast clouds
650,Santiago Del Estero,AR,-27.7951,-64.2615,74.08,26,0,5.48,clear sky
651,Igrim,RU,63.1906,64.4162,37.45,92,100,12.28,overcast clouds
652,Half Moon Bay,US,37.4636,-122.4286,87.55,49,0,16.11,clear sky
653,Vaitape,PF,-16.5167,-151.75,80.15,72,14,9.98,light rain
654,Dawei,MM,14.0833,98.2,77.65,93,100,6.44,overcast clouds
655,Kopervik,NO,59.2835,5.3067,50.32,93,100,4.61,overcast clouds
656,Derzhavinsk,KZ,51.1,66.3167,50.11,71,100,15.14,overcast clouds
657,Xiaoweizhai,CN,26.1903,107.5125,62.42,99,100,2.73,overcast clouds
658,Shu,KZ,43.5983,73.7614,62.73,75,78,13.44,broken clouds
659,Chardara,KZ,41.2547,67.9692,65.43,62,56,20.2,broken clouds
660,Gidole,ET,5.65,37.3667,59.18,73,80,2.33,broken clouds
661,Nargana,PA,9.4428,-78.5906,82.87,75,55,3.96,broken clouds
662,Garoua,CM,9.3,13.4,87.76,44,49,3.78,scattered clouds
663,La Paz,BO,-16.5,-68.15,56.44,26,52,10.2,broken clouds
664,Bayburt,TR,40.2589,40.2278,49.17,44,0,2.68,clear sky
665,Clara,IE,53.3425,-7.6139,58.14,76,89,10.09,overcast clouds
666,Sibolga,ID,1.7427,98.7792,76.78,90,100,2.26,overcast clouds
667,Kenora,CA,49.8167,-94.4337,40.17,70,100,8.05,overcast clouds
668,Vallenar,CL,-28.5708,-70.7581,78.57,21,0,5.77,clear sky
669,Kuah,MY,6.3265,99.8432,85.1,74,100,11.97,overcast clouds
670,Pulaski,US,34.7668,-92.3001,88.32,81,100,8.08,overcast clouds
671,Mareeba,AU,-17.0,145.4333,70.52,90,7,2.42,clear sky
672,Lere,NG,10.387,8.5726,84.79,38,88,7.56,overcast clouds
673,Zavodoukovsk,RU,56.5042,66.5515,50.95,90,100,8.63,overcast clouds
674,Taiobeiras,BR,-15.8078,-42.2331,74.7,28,1,6.49,clear sky
675,Charters Towers,AU,-20.1,146.2667,60.73,90,74,10.51,broken clouds
676,Pangnirtung,CA,66.1451,-65.7125,36.72,81,100,13.38,overcast clouds
677,Puerto Colombia,CO,10.9878,-74.9547,84.24,74,27,14.29,scattered clouds
678,Lerwick,GB,60.1545,-1.1494,50.0,85,100,15.23,overcast clouds
679,Seoul,KR,37.5683,126.9778,61.99,82,75,3.44,mist
680,Katangli,RU,51.7102,143.2326,35.06,99,100,6.55,overcast clouds
681,Tacuarembo,UY,-31.7333,-55.9833,59.23,73,100,3.69,overcast clouds
682,Yeppoon,AU,-23.1333,150.7333,64.18,90,100,13.71,light rain
683,Pakxan,LA,18.3778,103.6601,74.34,97,100,4.41,overcast clouds
684,Kalang,PH,5.9197,121.3631,80.55,81,98,4.68,overcast clouds
